City_country,Rank,Attribute,Value
"Madison, United States of America",247,Food,188.07
"Madison, United States of America",247,Public Transport,65
"Madison, United States of America",247,Petrol 50L ,53.5
"Madison, United States of America",247,Utility Bills ,117.83
"Madison, United States of America",247,Internet 60mbps ,65.92
"Madison, United States of America",247,Gym Monthly ,46.25
"Madison, United States of America",247,Cinema Ticket,12
"Madison, United States of America",247,Levi 501 Jeans ,49.09
"Madison, United States of America",247,Summer dress ,33.66
"Madison, United States of America",247,Nike Runners ,82
"Chattanooga, United States of America",248,Food,186.9
"Chattanooga, United States of America",248,Public Transport,100
"Chattanooga, United States of America",248,Petrol 50L ,50.5
"Chattanooga, United States of America",248,Utility Bills ,221.81
"Chattanooga, United States of America",248,Internet 60mbps ,65.71
"Chattanooga, United States of America",248,Gym Monthly ,30.67
"Chattanooga, United States of America",248,Cinema Ticket,12
"Chattanooga, United States of America",248,Levi 501 Jeans ,45.5
"Chattanooga, United States of America",248,Summer dress ,27
"Chattanooga, United States of America",248,Nike Runners ,84.88
"Fresno, United States of America",249,Food,172.45
"Fresno, United States of America",249,Public Transport,37.5
"Fresno, United States of America",249,Petrol 50L ,74
"Fresno, United States of America",249,Utility Bills ,280.82
"Fresno, United States of America",249,Internet 60mbps ,67.72
"Fresno, United States of America",249,Gym Monthly ,34
"Fresno, United States of America",249,Cinema Ticket,14
"Fresno, United States of America",249,Levi 501 Jeans ,41.86
"Fresno, United States of America",249,Summer dress ,30
"Fresno, United States of America",249,Nike Runners ,66.87
"Wichita, United States of America",250,Food,146.28
"Wichita, United States of America",250,Public Transport,25
"Wichita, United States of America",250,Petrol 50L ,55
"Wichita, United States of America",250,Utility Bills ,189.57
"Wichita, United States of America",250,Internet 60mbps ,59.26
"Wichita, United States of America",250,Gym Monthly ,41.42
"Wichita, United States of America",250,Cinema Ticket,11
"Wichita, United States of America",250,Levi 501 Jeans ,41.8
"Wichita, United States of America",250,Summer dress ,37.4
"Wichita, United States of America",250,Nike Runners ,73.89
"Winnipeg, Canada",251,Food,156.44
"Winnipeg, Canada",251,Public Transport,77.08
"Winnipeg, Canada",251,Petrol 50L ,70
"Winnipeg, Canada",251,Utility Bills ,145.32
"Winnipeg, Canada",251,Internet 60mbps ,60.69
"Winnipeg, Canada",251,Gym Monthly ,33.21
"Winnipeg, Canada",251,Cinema Ticket,10.38
"Winnipeg, Canada",251,Levi 501 Jeans ,44.07
"Winnipeg, Canada",251,Summer dress ,30.8
"Winnipeg, Canada",251,Nike Runners ,72.67
"Cagliari, Italy",252,Food,161.86
"Cagliari, Italy",252,Public Transport,36.35
"Cagliari, Italy",252,Petrol 50L ,107.5
"Cagliari, Italy",252,Utility Bills ,222.25
"Cagliari, Italy",252,Internet 60mbps ,27.92
"Cagliari, Italy",252,Gym Monthly ,55.7
"Cagliari, Italy",252,Cinema Ticket,8.43
"Cagliari, Italy",252,Levi 501 Jeans ,94.84
"Cagliari, Italy",252,Summer dress ,35.56
"Cagliari, Italy",252,Nike Runners ,90.89
"Salt Lake City, United States of America",253,Food,175.77
"Salt Lake City, United States of America",253,Public Transport,85
"Salt Lake City, United States of America",253,Petrol 50L ,63.5
"Salt Lake City, United States of America",253,Utility Bills ,117.1
"Salt Lake City, United States of America",253,Internet 60mbps ,60.25
"Salt Lake City, United States of America",253,Gym Monthly ,35.42
"Salt Lake City, United States of America",253,Cinema Ticket,12
"Salt Lake City, United States of America",253,Levi 501 Jeans ,56.8
"Salt Lake City, United States of America",253,Summer dress ,40.1
"Salt Lake City, United States of America",253,Nike Runners ,79.58
"Ottawa, Canada",254,Food,170.63
"Ottawa, Canada",254,Public Transport,91.72
"Ottawa, Canada",254,Petrol 50L ,71.5
"Ottawa, Canada",254,Utility Bills ,119.98
"Ottawa, Canada",254,Internet 60mbps ,59.52
"Ottawa, Canada",254,Gym Monthly ,52.35
"Ottawa, Canada",254,Cinema Ticket,11.12
"Ottawa, Canada",254,Levi 501 Jeans ,53.31
"Ottawa, Canada",254,Summer dress ,36.26
"Ottawa, Canada",254,Nike Runners ,78.89
"Doha, Qatar",255,Food,150.05
"Doha, Qatar",255,Public Transport,41.2
"Doha, Qatar",255,Petrol 50L ,28.5
"Doha, Qatar",255,Utility Bills ,121.51
"Doha, Qatar",255,Internet 60mbps ,90.49
"Doha, Qatar",255,Gym Monthly ,110.32
"Doha, Qatar",255,Cinema Ticket,10.99
"Doha, Qatar",255,Levi 501 Jeans ,63.46
"Doha, Qatar",255,Summer dress ,53.24
"Doha, Qatar",255,Nike Runners ,98.21
"Detroit, United States of America",256,Food,177.72
"Detroit, United States of America",256,Public Transport,60
"Detroit, United States of America",256,Petrol 50L ,64
"Detroit, United States of America",256,Utility Bills ,280.06
"Detroit, United States of America",256,Internet 60mbps ,72
"Detroit, United States of America",256,Gym Monthly ,40.33
"Detroit, United States of America",256,Cinema Ticket,12.25
"Detroit, United States of America",256,Levi 501 Jeans ,53.5
"Detroit, United States of America",256,Summer dress ,40
"Detroit, United States of America",256,Nike Runners ,86.29
"Tulsa, United States of America",258,Food,146.57
"Tulsa, United States of America",258,Public Transport,40
"Tulsa, United States of America",258,Petrol 50L ,51
"Tulsa, United States of America",258,Utility Bills ,220.3
"Tulsa, United States of America",258,Internet 60mbps ,66.22
"Tulsa, United States of America",258,Gym Monthly ,29.17
"Tulsa, United States of America",258,Cinema Ticket,12
"Tulsa, United States of America",258,Levi 501 Jeans ,41.75
"Tulsa, United States of America",258,Summer dress ,40.67
"Tulsa, United States of America",258,Nike Runners ,76.25
"Cincinnati, United States of America",259,Food,168.23
"Cincinnati, United States of America",259,Public Transport,77.5
"Cincinnati, United States of America",259,Petrol 50L ,58
"Cincinnati, United States of America",259,Utility Bills ,128.62
"Cincinnati, United States of America",259,Internet 60mbps ,57.5
"Cincinnati, United States of America",259,Gym Monthly ,27.22
"Cincinnati, United States of America",259,Cinema Ticket,12
"Cincinnati, United States of America",259,Levi 501 Jeans ,40
"Cincinnati, United States of America",259,Summer dress ,40.71
"Cincinnati, United States of America",259,Nike Runners ,71.77
"Sheffield, United Kingdom",260,Food,141.38
"Sheffield, United Kingdom",260,Public Transport,90.91
"Sheffield, United Kingdom",260,Petrol 50L ,97.5
"Sheffield, United Kingdom",260,Utility Bills ,233.67
"Sheffield, United Kingdom",260,Internet 60mbps ,34.85
"Sheffield, United Kingdom",260,Gym Monthly ,35.42
"Sheffield, United Kingdom",260,Cinema Ticket,11.92
"Sheffield, United Kingdom",260,Levi 501 Jeans ,82.41
"Sheffield, United Kingdom",260,Summer dress ,31.28
"Sheffield, United Kingdom",260,Nike Runners ,86.1
"Belfast, United Kingdom",261,Food,166.4
"Belfast, United Kingdom",261,Public Transport,67.65
"Belfast, United Kingdom",261,Petrol 50L ,97
"Belfast, United Kingdom",261,Utility Bills ,138.82
"Belfast, United Kingdom",261,Internet 60mbps ,44.28
"Belfast, United Kingdom",261,Gym Monthly ,39.93
"Belfast, United Kingdom",261,Cinema Ticket,10.46
"Belfast, United Kingdom",261,Levi 501 Jeans ,67.65
"Belfast, United Kingdom",261,Summer dress ,39.21
"Belfast, United Kingdom",261,Nike Runners ,80.39
"Taichung, Taiwan",263,Food,121.23
"Taichung, Taiwan",263,Public Transport,40.98
"Taichung, Taiwan",263,Petrol 50L ,50
"Taichung, Taiwan",263,Utility Bills ,58.6
"Taichung, Taiwan",263,Internet 60mbps ,24.86
"Taichung, Taiwan",263,Gym Monthly ,32.32
"Taichung, Taiwan",263,Cinema Ticket,9.16
"Taichung, Taiwan",263,Levi 501 Jeans ,64.38
"Taichung, Taiwan",263,Summer dress ,29.29
"Taichung, Taiwan",263,Nike Runners ,68.73
"Houston, United States of America",265,Food,184.45
"Houston, United States of America",265,Public Transport,40
"Houston, United States of America",265,Petrol 50L ,51.5
"Houston, United States of America",265,Utility Bills ,173.45
"Houston, United States of America",265,Internet 60mbps ,73.91
"Houston, United States of America",265,Gym Monthly ,43.42
"Houston, United States of America",265,Cinema Ticket,12
"Houston, United States of America",265,Levi 501 Jeans ,48.81
"Houston, United States of America",265,Summer dress ,40.15
"Houston, United States of America",265,Nike Runners ,79.9
"Barcelona, Spain",266,Food,150.8
"Barcelona, Spain",266,Public Transport,42.15
"Barcelona, Spain",266,Petrol 50L ,102.5
"Barcelona, Spain",266,Utility Bills ,170.85
"Barcelona, Spain",266,Internet 60mbps ,40.15
"Barcelona, Spain",266,Gym Monthly ,45.78
"Barcelona, Spain",266,Cinema Ticket,9.48
"Barcelona, Spain",266,Levi 501 Jeans ,77.21
"Barcelona, Spain",266,Summer dress ,32.81
"Barcelona, Spain",266,Nike Runners ,82.67
"Liverpool, United Kingdom",268,Food,167.35
"Liverpool, United Kingdom",268,Public Transport,85.57
"Liverpool, United Kingdom",268,Petrol 50L ,95.5
"Liverpool, United Kingdom",268,Utility Bills ,214.48
"Liverpool, United Kingdom",268,Internet 60mbps ,37.18
"Liverpool, United Kingdom",268,Gym Monthly ,34.64
"Liverpool, United Kingdom",268,Cinema Ticket,12.3
"Liverpool, United Kingdom",268,Levi 501 Jeans ,68.33
"Liverpool, United Kingdom",268,Summer dress ,41.55
"Liverpool, United Kingdom",268,Nike Runners ,83.73
"Abu Dhabi, United Arab Emirates",269,Food,143.69
"Abu Dhabi, United Arab Emirates",269,Public Transport,21.78
"Abu Dhabi, United Arab Emirates",269,Petrol 50L ,53.5
"Abu Dhabi, United Arab Emirates",269,Utility Bills ,148.74
"Abu Dhabi, United Arab Emirates",269,Internet 60mbps ,100.67
"Abu Dhabi, United Arab Emirates",269,Gym Monthly ,63.6
"Abu Dhabi, United Arab Emirates",269,Cinema Ticket,11.98
"Abu Dhabi, United Arab Emirates",269,Levi 501 Jeans ,51.61
"Abu Dhabi, United Arab Emirates",269,Summer dress ,42.39
"Abu Dhabi, United Arab Emirates",269,Nike Runners ,86.65
"Oklahoma City, United States of America",270,Food,156.95
"Oklahoma City, United States of America",270,Public Transport,50
"Oklahoma City, United States of America",270,Petrol 50L ,53.5
"Oklahoma City, United States of America",270,Utility Bills ,235.41
"Oklahoma City, United States of America",270,Internet 60mbps ,75.88
"Oklahoma City, United States of America",270,Gym Monthly ,24.25
"Oklahoma City, United States of America",270,Cinema Ticket,12
"Oklahoma City, United States of America",270,Levi 501 Jeans ,42.43
"Oklahoma City, United States of America",270,Summer dress ,24.88
"Oklahoma City, United States of America",270,Nike Runners ,109.25
"Palermo, Italy",271,Food,137.49
"Palermo, Italy",271,Public Transport,38.46
"Palermo, Italy",271,Petrol 50L ,114
"Palermo, Italy",271,Utility Bills ,202.73
"Palermo, Italy",271,Internet 60mbps ,31.26
"Palermo, Italy",271,Gym Monthly ,36.88
"Palermo, Italy",271,Cinema Ticket,8.43
"Palermo, Italy",271,Levi 501 Jeans ,76.4
"Palermo, Italy",271,Summer dress ,35.12
"Palermo, Italy",271,Nike Runners ,98.45
"Moncton, Canada",272,Food,168.19
"Moncton, Canada",272,Public Transport,51.14
"Moncton, Canada",272,Petrol 50L ,73.5
"Moncton, Canada",272,Utility Bills ,132.35
"Moncton, Canada",272,Internet 60mbps ,66.05
"Moncton, Canada",272,Gym Monthly ,46.69
"Moncton, Canada",272,Cinema Ticket,11.12
"Moncton, Canada",272,Levi 501 Jeans ,50.65
"Moncton, Canada",272,Summer dress ,50.65
"Moncton, Canada",272,Nike Runners ,70.92
"Nicosia, Cyprus",273,Food,134.27
"Nicosia, Cyprus",273,Public Transport,42.15
"Nicosia, Cyprus",273,Petrol 50L ,77
"Nicosia, Cyprus",273,Utility Bills ,164.68
"Nicosia, Cyprus",273,Internet 60mbps ,31.45
"Nicosia, Cyprus",273,Gym Monthly ,59.71
"Nicosia, Cyprus",273,Cinema Ticket,10.54
"Nicosia, Cyprus",273,Levi 501 Jeans ,82.54
"Nicosia, Cyprus",273,Summer dress ,40.57
"Nicosia, Cyprus",273,Nike Runners ,86.84
"Knoxville, United States of America",274,Food,154.11
"Knoxville, United States of America",274,Public Transport,60.11
"Knoxville, United States of America",274,Petrol 50L ,57
"Knoxville, United States of America",274,Utility Bills ,193.04
"Knoxville, United States of America",274,Internet 60mbps ,65.4
"Knoxville, United States of America",274,Gym Monthly ,35.83
"Knoxville, United States of America",274,Cinema Ticket,12
"Knoxville, United States of America",274,Levi 501 Jeans ,44
"Knoxville, United States of America",274,Summer dress ,37.17
"Knoxville, United States of America",274,Nike Runners ,93.29
"Beirut, Lebanon",275,Food,208.26
"Beirut, Lebanon",275,Public Transport,80
"Beirut, Lebanon",275,Petrol 50L ,65.5
"Beirut, Lebanon",275,Utility Bills ,278.36
"Beirut, Lebanon",275,Internet 60mbps ,65.01
"Beirut, Lebanon",275,Gym Monthly ,51.62
"Beirut, Lebanon",275,Cinema Ticket,10
"Beirut, Lebanon",275,Levi 501 Jeans ,83.4
"Beirut, Lebanon",275,Summer dress ,57.78
"Beirut, Lebanon",275,Nike Runners ,136.43
"Hamilton, Canada",276,Food,171.94
"Hamilton, Canada",276,Public Transport,81.53
"Hamilton, Canada",276,Petrol 50L ,71
"Hamilton, Canada",276,Utility Bills ,155.17
"Hamilton, Canada",276,Internet 60mbps ,61.41
"Hamilton, Canada",276,Gym Monthly ,41.03
"Hamilton, Canada",276,Cinema Ticket,13.34
"Hamilton, Canada",276,Levi 501 Jeans ,51.65
"Hamilton, Canada",276,Summer dress ,41.23
"Hamilton, Canada",276,Nike Runners ,76.8
"Springfield, United States of America",277,Food,139.83
"Springfield, United States of America",277,Public Transport,70
"Springfield, United States of America",277,Petrol 50L ,57.5
"Springfield, United States of America",277,Utility Bills ,190.71
"Springfield, United States of America",277,Internet 60mbps ,77.88
"Springfield, United States of America",277,Gym Monthly ,36.25
"Springfield, United States of America",277,Cinema Ticket,12
"Springfield, United States of America",277,Levi 501 Jeans ,47.14
"Springfield, United States of America",277,Summer dress ,35
"Springfield, United States of America",277,Nike Runners ,82.22
"Athens, Greece",279,Food,138.51
"Athens, Greece",279,Public Transport,31.61
"Athens, Greece",279,Petrol 50L ,113.5
"Athens, Greece",279,Utility Bills ,265.12
"Athens, Greece",279,Internet 60mbps ,32.2
"Athens, Greece",279,Gym Monthly ,39.75
"Athens, Greece",279,Cinema Ticket,8.43
"Athens, Greece",279,Levi 501 Jeans ,78.73
"Athens, Greece",279,Summer dress ,35.24
"Athens, Greece",279,Nike Runners ,82.86
"Toledo, United States of America",280,Food,155.77
"Toledo, United States of America",280,Public Transport,79.5
"Toledo, United States of America",280,Petrol 50L ,59
"Toledo, United States of America",280,Utility Bills ,276.5
"Toledo, United States of America",280,Internet 60mbps ,55.57
"Toledo, United States of America",280,Gym Monthly ,28.33
"Toledo, United States of America",280,Cinema Ticket,10
"Toledo, United States of America",280,Levi 501 Jeans ,38.33
"Toledo, United States of America",280,Summer dress ,46.66
"Toledo, United States of America",280,Nike Runners ,82.5
"Little Rock, United States of America",281,Food,165.23
"Little Rock, United States of America",281,Public Transport,36
"Little Rock, United States of America",281,Petrol 50L ,53.5
"Little Rock, United States of America",281,Utility Bills ,224.22
"Little Rock, United States of America",281,Internet 60mbps ,66.7
"Little Rock, United States of America",281,Gym Monthly ,31.25
"Little Rock, United States of America",281,Cinema Ticket,10.5
"Little Rock, United States of America",281,Levi 501 Jeans ,37.95
"Little Rock, United States of America",281,Summer dress ,29.25
"Little Rock, United States of America",281,Nike Runners ,58
"Louisville, United States of America",282,Food,166.93
"Louisville, United States of America",282,Public Transport,35
"Louisville, United States of America",282,Petrol 50L ,57
"Louisville, United States of America",282,Utility Bills ,194.69
"Louisville, United States of America",282,Internet 60mbps ,60.83
"Louisville, United States of America",282,Gym Monthly ,26.2
"Louisville, United States of America",282,Cinema Ticket,12.75
"Louisville, United States of America",282,Levi 501 Jeans ,43
"Louisville, United States of America",282,Summer dress ,30.5
"Louisville, United States of America",282,Nike Runners ,81
"Madrid, Spain",283,Food,134.53
"Madrid, Spain",283,Public Transport,57.48
"Madrid, Spain",283,Petrol 50L ,100.5
"Madrid, Spain",283,Utility Bills ,166.08
"Madrid, Spain",283,Internet 60mbps ,38.1
"Madrid, Spain",283,Gym Monthly ,43.57
"Madrid, Spain",283,Cinema Ticket,9.48
"Madrid, Spain",283,Levi 501 Jeans ,77.06
"Madrid, Spain",283,Summer dress ,35.43
"Madrid, Spain",283,Nike Runners ,79.28
"Reno, United States of America",284,Food,187.33
"Reno, United States of America",284,Public Transport,65
"Reno, United States of America",284,Petrol 50L ,71.5
"Reno, United States of America",284,Utility Bills ,155.07
"Reno, United States of America",284,Internet 60mbps ,75.06
"Reno, United States of America",284,Gym Monthly ,29.5
"Reno, United States of America",284,Cinema Ticket,10
"Reno, United States of America",284,Levi 501 Jeans ,37.25
"Reno, United States of America",284,Summer dress ,26.43
"Reno, United States of America",284,Nike Runners ,73.12
"Huntsville, United States of America",285,Food,163.58
"Huntsville, United States of America",285,Public Transport,115
"Huntsville, United States of America",285,Petrol 50L ,52.5
"Huntsville, United States of America",285,Utility Bills ,169.21
"Huntsville, United States of America",285,Internet 60mbps ,69.67
"Huntsville, United States of America",285,Gym Monthly ,30
"Huntsville, United States of America",285,Cinema Ticket,9.75
"Huntsville, United States of America",285,Levi 501 Jeans ,33.79
"Huntsville, United States of America",285,Summer dress ,26
"Huntsville, United States of America",285,Nike Runners ,62.12
"Lexington, United States of America",286,Food,197.14
"Lexington, United States of America",286,Public Transport,32.5
"Lexington, United States of America",286,Petrol 50L ,59
"Lexington, United States of America",286,Utility Bills ,182.5
"Lexington, United States of America",286,Internet 60mbps ,70.87
"Lexington, United States of America",286,Gym Monthly ,30
"Lexington, United States of America",286,Cinema Ticket,12
"Lexington, United States of America",286,Levi 501 Jeans ,47.6
"Lexington, United States of America",286,Summer dress ,40
"Lexington, United States of America",286,Nike Runners ,82
"Port of Spain, Trinidad And Tobago",287,Food,163.46
"Port of Spain, Trinidad And Tobago",287,Public Transport,58.99
"Port of Spain, Trinidad And Tobago",287,Petrol 50L ,45
"Port of Spain, Trinidad And Tobago",287,Utility Bills ,83.58
"Port of Spain, Trinidad And Tobago",287,Internet 60mbps ,46.57
"Port of Spain, Trinidad And Tobago",287,Gym Monthly ,49.61
"Port of Spain, Trinidad And Tobago",287,Cinema Ticket,7.74
"Port of Spain, Trinidad And Tobago",287,Levi 501 Jeans ,65.44
"Port of Spain, Trinidad And Tobago",287,Summer dress ,45.72
"Port of Spain, Trinidad And Tobago",287,Nike Runners ,105.08
"Boise, United States of America",288,Food,170.53
"Boise, United States of America",288,Public Transport,45
"Boise, United States of America",288,Petrol 50L ,61.5
"Boise, United States of America",288,Utility Bills ,200.74
"Boise, United States of America",288,Internet 60mbps ,64.07
"Boise, United States of America",288,Gym Monthly ,35.44
"Boise, United States of America",288,Cinema Ticket,12
"Boise, United States of America",288,Levi 501 Jeans ,50.22
"Boise, United States of America",288,Summer dress ,43.5
"Boise, United States of America",288,Nike Runners ,89.14
"El Paso, United States of America",289,Food,137.89
"El Paso, United States of America",289,Public Transport,41.5
"El Paso, United States of America",289,Petrol 50L ,55
"El Paso, United States of America",289,Utility Bills ,193.29
"El Paso, United States of America",289,Internet 60mbps ,57.5
"El Paso, United States of America",289,Gym Monthly ,38.75
"El Paso, United States of America",289,Cinema Ticket,11
"El Paso, United States of America",289,Levi 501 Jeans ,47.38
"El Paso, United States of America",289,Summer dress ,32.38
"El Paso, United States of America",289,Nike Runners ,70.62
"Surrey, Canada",290,Food,157.48
"Surrey, Canada",290,Public Transport,88.94
"Surrey, Canada",290,Petrol 50L ,78
"Surrey, Canada",290,Utility Bills ,168.08
"Surrey, Canada",290,Internet 60mbps ,67.17
"Surrey, Canada",290,Gym Monthly ,31.76
"Surrey, Canada",290,Cinema Ticket,11.49
"Surrey, Canada",290,Levi 501 Jeans ,43.94
"Surrey, Canada",290,Summer dress ,35.11
"Surrey, Canada",290,Nike Runners ,80.74
"London, Canada",291,Food,173.91
"London, Canada",291,Public Transport,70.41
"London, Canada",291,Petrol 50L ,69.5
"London, Canada",291,Utility Bills ,129.73
"London, Canada",291,Internet 60mbps ,59.7
"London, Canada",291,Gym Monthly ,29.12
"London, Canada",291,Cinema Ticket,11.11
"London, Canada",291,Levi 501 Jeans ,68.6
"London, Canada",291,Summer dress ,37.39
"London, Canada",291,Nike Runners ,79.77
"Kitchener, Canada",293,Food,173.66
"Kitchener, Canada",293,Public Transport,66.7
"Kitchener, Canada",293,Petrol 50L ,70.5
"Kitchener, Canada",293,Utility Bills ,152.05
"Kitchener, Canada",293,Internet 60mbps ,57.06
"Kitchener, Canada",293,Gym Monthly ,31.31
"Kitchener, Canada",293,Cinema Ticket,11.12
"Kitchener, Canada",293,Levi 501 Jeans ,44.62
"Kitchener, Canada",293,Summer dress ,34.28
"Kitchener, Canada",293,Nike Runners ,66.6
"Montevideo, Uruguay",295,Food,142.72
"Montevideo, Uruguay",295,Public Transport,46.05
"Montevideo, Uruguay",295,Petrol 50L ,95.5
"Montevideo, Uruguay",295,Utility Bills ,138.75
"Montevideo, Uruguay",295,Internet 60mbps ,40.14
"Montevideo, Uruguay",295,Gym Monthly ,46.74
"Montevideo, Uruguay",295,Cinema Ticket,8.96
"Montevideo, Uruguay",295,Levi 501 Jeans ,97.68
"Montevideo, Uruguay",295,Summer dress ,50.3
"Montevideo, Uruguay",295,Nike Runners ,120.53
"Thessaloniki, Greece",297,Food,124.27
"Thessaloniki, Greece",297,Public Transport,31.61
"Thessaloniki, Greece",297,Petrol 50L ,112
"Thessaloniki, Greece",297,Utility Bills ,247.74
"Thessaloniki, Greece",297,Internet 60mbps ,31.24
"Thessaloniki, Greece",297,Gym Monthly ,37.78
"Thessaloniki, Greece",297,Cinema Ticket,8.43
"Thessaloniki, Greece",297,Levi 501 Jeans ,74.99
"Thessaloniki, Greece",297,Summer dress ,30.77
"Thessaloniki, Greece",297,Nike Runners ,77.9
"Limassol, Cyprus",299,Food,150.47
"Limassol, Cyprus",299,Public Transport,42.15
"Limassol, Cyprus",299,Petrol 50L ,88
"Limassol, Cyprus",299,Utility Bills ,209.02
"Limassol, Cyprus",299,Internet 60mbps ,37.86
"Limassol, Cyprus",299,Gym Monthly ,69.96
"Limassol, Cyprus",299,Cinema Ticket,9.48
"Limassol, Cyprus",299,Levi 501 Jeans ,87.7
"Limassol, Cyprus",299,Summer dress ,41.91
"Limassol, Cyprus",299,Nike Runners ,87.81
"Accra, Ghana",300,Food,60.73
"Accra, Ghana",300,Public Transport,18.21
"Accra, Ghana",300,Petrol 50L ,32.5
"Accra, Ghana",300,Utility Bills ,26.75
"Accra, Ghana",300,Internet 60mbps ,31.37
"Accra, Ghana",300,Gym Monthly ,26.61
"Accra, Ghana",300,Cinema Ticket,3.93
"Accra, Ghana",300,Levi 501 Jeans ,8.8
"Accra, Ghana",300,Summer dress ,7.95
"Accra, Ghana",300,Nike Runners ,18.87
"Kaohsiung, Taiwan",301,Food,106.52
"Kaohsiung, Taiwan",301,Public Transport,32.73
"Kaohsiung, Taiwan",301,Petrol 50L ,49.5
"Kaohsiung, Taiwan",301,Utility Bills ,91.44
"Kaohsiung, Taiwan",301,Internet 60mbps ,21.26
"Kaohsiung, Taiwan",301,Gym Monthly ,31.86
"Kaohsiung, Taiwan",301,Cinema Ticket,9.66
"Kaohsiung, Taiwan",301,Levi 501 Jeans ,64.73
"Kaohsiung, Taiwan",301,Summer dress ,24.51
"Kaohsiung, Taiwan",301,Nike Runners ,73.49
"Ljubljana, Slovenia",302,Food,125.22
"Ljubljana, Slovenia",302,Public Transport,38.99
"Ljubljana, Slovenia",302,Petrol 50L ,81.5
"Ljubljana, Slovenia",302,Utility Bills ,253.55
"Ljubljana, Slovenia",302,Internet 60mbps ,34.72
"Ljubljana, Slovenia",302,Gym Monthly ,44.77
"Ljubljana, Slovenia",302,Cinema Ticket,8.43
"Ljubljana, Slovenia",302,Levi 501 Jeans ,76.49
"Ljubljana, Slovenia",302,Summer dress ,36.75
"Ljubljana, Slovenia",302,Nike Runners ,93.96
"Valencia, Spain",303,Food,131.9
"Valencia, Spain",303,Public Transport,31.61
"Valencia, Spain",303,Petrol 50L ,85
"Valencia, Spain",303,Utility Bills ,141.51
"Valencia, Spain",303,Internet 60mbps ,34.19
"Valencia, Spain",303,Gym Monthly ,38.74
"Valencia, Spain",303,Cinema Ticket,7.9
"Valencia, Spain",303,Levi 501 Jeans ,68.49
"Valencia, Spain",303,Summer dress ,30.88
"Valencia, Spain",303,Nike Runners ,74.2
"Manama, Bahrain",304,Food,127.43
"Manama, Bahrain",304,Public Transport,37.13
"Manama, Bahrain",304,Petrol 50L ,25.5
"Manama, Bahrain",304,Utility Bills ,169.42
"Manama, Bahrain",304,Internet 60mbps ,47.66
"Manama, Bahrain",304,Gym Monthly ,86.94
"Manama, Bahrain",304,Cinema Ticket,9.28
"Manama, Bahrain",304,Levi 501 Jeans ,44.1
"Manama, Bahrain",304,Summer dress ,65.17
"Manama, Bahrain",304,Nike Runners ,90.85
"Tallinn, Estonia",305,Food,150.46
"Tallinn, Estonia",305,Public Transport,31.61
"Tallinn, Estonia",305,Petrol 50L ,103
"Tallinn, Estonia",305,Utility Bills ,305.91
"Tallinn, Estonia",305,Internet 60mbps ,27.23
"Tallinn, Estonia",305,Gym Monthly ,54.35
"Tallinn, Estonia",305,Cinema Ticket,9.48
"Tallinn, Estonia",305,Levi 501 Jeans ,86.89
"Tallinn, Estonia",305,Summer dress ,37.4
"Tallinn, Estonia",305,Nike Runners ,87.31
"Panama City, Panama",306,Food,127.39
"Panama City, Panama",306,Public Transport,27.5
"Panama City, Panama",306,Petrol 50L ,53.5
"Panama City, Panama",306,Utility Bills ,98.85
"Panama City, Panama",306,Internet 60mbps ,46.98
"Panama City, Panama",306,Gym Monthly ,39.36
"Panama City, Panama",306,Cinema Ticket,6
"Panama City, Panama",306,Levi 501 Jeans ,51.43
"Panama City, Panama",306,Summer dress ,44.55
"Panama City, Panama",306,Nike Runners ,75.25
"Amman, Jordan",307,Food,113.61
"Amman, Jordan",307,Public Transport,49.34
"Amman, Jordan",307,Petrol 50L ,68
"Amman, Jordan",307,Utility Bills ,75.22
"Amman, Jordan",307,Internet 60mbps ,36.88
"Amman, Jordan",307,Gym Monthly ,59.1
"Amman, Jordan",307,Cinema Ticket,11.28
"Amman, Jordan",307,Levi 501 Jeans ,55.9
"Amman, Jordan",307,Summer dress ,63.25
"Amman, Jordan",307,Nike Runners ,103.46
"Larnaca, Cyprus",309,Food,146.79
"Larnaca, Cyprus",309,Public Transport,42.15
"Larnaca, Cyprus",309,Petrol 50L ,80.5
"Larnaca, Cyprus",309,Utility Bills ,205.03
"Larnaca, Cyprus",309,Internet 60mbps ,36.87
"Larnaca, Cyprus",309,Gym Monthly ,59.97
"Larnaca, Cyprus",309,Cinema Ticket,12.64
"Larnaca, Cyprus",309,Levi 501 Jeans ,94.84
"Larnaca, Cyprus",309,Summer dress ,39.22
"Larnaca, Cyprus",309,Nike Runners ,88.51
"Lisbon, Portugal",310,Food,126.87
"Lisbon, Portugal",310,Public Transport,42.15
"Lisbon, Portugal",310,Petrol 50L ,106
"Lisbon, Portugal",310,Utility Bills ,130.77
"Lisbon, Portugal",310,Internet 60mbps ,35.58
"Lisbon, Portugal",310,Gym Monthly ,39.89
"Lisbon, Portugal",310,Cinema Ticket,7.9
"Lisbon, Portugal",310,Levi 501 Jeans ,80.35
"Lisbon, Portugal",310,Summer dress ,32.14
"Lisbon, Portugal",310,Nike Runners ,72.44
"Alicante, Spain",311,Food,123.3
"Alicante, Spain",311,Public Transport,36.88
"Alicante, Spain",311,Petrol 50L ,85.5
"Alicante, Spain",311,Utility Bills ,136.92
"Alicante, Spain",311,Internet 60mbps ,32.08
"Alicante, Spain",311,Gym Monthly ,37.14
"Alicante, Spain",311,Cinema Ticket,8.14
